"SoftPlot +Plus+ Measurement Management Software"
"Start", 9.541400000000000E+0008
"Stop", 9.741400000000000E+0008
"Points",2001
"Point","X-Axis (Hz)","West of Telstar 11N (dBm)","Telstar 11N (dBm)","East of Telstar 11N (dBm)","Signal Generator at 11504.02GHz into LNBF (dBm)"
1301,966620000.000000000000,-101.981000000029,-100.584000000032,-90.008000000031,-87.131999999983
1302,966622000.000000000000,-101.986000000034,-100.812000000034,-90.863000000012,-87.185000000056
1303,966624000.000000000000,-101.942000000039,-100.893999999971,-90.097999999998,-87.219000000041
1304,966626000.000000000000,-102.070999999996,-100.859000000055,-91.059000000008,-87.189999999944
1305,966628000.000000000000,-102.047000000020,-100.817000000039,-89.778999999980,-86.883999999962
1306,966630000.000000000000,-102.076000000001,-100.817000000039,-90.243000000017,-86.822999999975
1307,966632000.000000000000,-102.000000000000,-100.873000000021,-90.023000000045,-86.981000000029
1308,966634000.000000000000,-101.986999999965,-100.709999999963,-90.861999999965,-87.177000000025
1309,966636000.000000000000,-102.087000000058,-100.673999999999,-90.121000000043,-86.979999999981
1310,966638000.000000000000,-102.062999999966,-100.648000000045,-90.986999999965,-86.895000000019
1311,966640000.000000000000,-101.859999999986,-100.714000000036,-90.003999999957,-86.896999999997
1312,966642000.000000000000,-101.853000000003,-100.886999999988,-91.420999999973,-86.937999999966
1313,966644000.000000000000,-102.101000000024,-100.858000000007,-90.148000000045,-87.015999999945
1314,966646000.000000000000,-102.086000000010,-100.841000000015,-91.184000000008,-87.187999999966
1315,966648000.000000000000,-102.037999999942,-100.849000000046,-90.035999999964,-87.082000000053
1316,966650000.000000000000,-102.082000000053,-100.695999999996,-91.001999999979,-86.954000000027
1317,966652000.000000000000,-102.079000000027,-100.853000000003,-90.179000000004,-86.920999999973
1318,966654000.000000000000,-102.077000000048,-100.800999999978,-90.905999999959,-87.265999999945
1319,966656000.000000000000,-101.900000000023,-100.829999999958,-89.959999999963,-87.197000000044
1320,966658000.000000000000,-102.104999999981,-100.685999999987,-90.385000000009,-87.201000000001
1321,966660000.000000000000,-102.021999999997,-100.734999999986,-90.300000000047,-87.216999999946
1322,966662000.000000000000,-101.998999999953,-100.908000000054,-90.775000000023,-87.307000000030
1323,966664000.000000000000,-101.984000000055,-100.753000000026,-90.091999999946,-87.060000000056
1324,966666000.000000000000,-102.113000000012,-100.753000000026,-90.773000000045,-87.013000000035
1325,966668000.000000000000,-101.935999999987,-100.748000000021,-90.069999999949,-86.976000000024
1326,966670000.000000000000,-102.097999999998,-100.719000000041,-91.084999999963,-86.942000000039
1327,966672000.000000000000,-102.079999999958,-100.726000000024,-90.312999999966,-86.920999999973
1328,966674000.000000000000,-101.981999999960,-100.783000000054,-90.209999999963,-86.871999999974
1329,966676000.000000000000,-102.101000000024,-100.814999999944,-90.244999999995,-86.820999999996
1330,966678000.000000000000,-102.113999999943,-100.831000000006,-91.087000000058,-87.077999999980
1331,966680000.000000000000,-102.130000000005,-100.797999999952,-89.842999999993,-87.077000000048
1332,966682000.000000000000,-102.130000000005,-100.733000000007,-90.981999999960,-87.104000000050
1333,966684000.000000000000,-102.015000000014,-100.903000000049,-90.057999999961,-87.219999999972
1334,966686000.000000000000,-102.010000000009,-100.952999999980,-91.025000000023,-87.153000000049
1335,966688000.000000000000,-102.207999999984,-100.839999999967,-90.231000000029,-86.961000000010
1336,966690000.000000000000,-101.961000000010,-100.707000000053,-91.167999999947,-86.961000000010
1337,966692000.000000000000,-101.923999999999,-100.792000000016,-90.103000000003,-86.957000000053
1338,966694000.000000000000,-101.966000000015,-100.893999999971,-90.185000000056,-87.123999999953
1339,966696000.000000000000,-102.035999999964,-100.829999999958,-90.184000000008,-86.979999999981
1340,966698000.000000000000,-101.976999999955,-100.738999999943,-91.013000000035,-86.895000000019
1341,966700000.000000000000,-101.971000000020,-100.758000000031,-90.045999999973,-86.932999999961
1342,966702000.000000000000,-101.885000000009,-100.832999999984,-90.878999999957,-86.741999999969
1343,966704000.000000000000,-101.847999999998,-100.898000000045,-90.207000000053,-86.746000000043
1344,966706000.000000000000,-101.925999999978,-100.641999999993,-90.261999999988,-86.753000000026
1345,966708000.000000000000,-102.096000000020,-100.655000000028,-90.222999999998,-86.734000000055
1346,966710000.000000000000,-102.057000000030,-100.819000000018,-90.403000000049,-86.898000000045
1347,966712000.000000000000,-102.069999999949,-100.728000000003,-90.040999999968,-87.162999999942
1348,966714000.000000000000,-102.045999999973,-100.761999999988,-90.160000000033,-86.895999999950
1349,966716000.000000000000,-102.133999999962,-100.869999999995,-90.241999999969,-86.947999999975
1350,966718000.000000000000,-102.172000000020,-100.753000000026,-90.258000000031,-87.099000000046
1351,966720000.000000000000,-102.119999999995,-100.895999999950,-90.260000000009,-86.962999999989
1352,966722000.000000000000,-101.944000000018,-100.824000000022,-91.059000000008,-86.905999999959
1353,966724000.000000000000,-101.966000000015,-100.802000000025,-90.229000000050,-86.859999999986
1354,966726000.000000000000,-102.030000000028,-100.802000000025,-90.275000000023,-86.876000000047
1355,966728000.000000000000,-102.101000000024,-100.935999999987,-90.423999999999,-87.136000000057
1356,966730000.000000000000,-102.011999999988,-100.854000000050,-91.136999999988,-87.462000000058
1357,966732000.000000000000,-101.932000000030,-100.910000000033,-90.214000000036,-87.501999999979
1358,966734000.000000000000,-102.086000000010,-100.807000000030,-91.175000000047,-87.459000000032
1359,966736000.000000000000,-102.185000000056,-100.986999999965,-90.109999999986,-87.346999999951
1360,966738000.000000000000,-102.059000000008,-101.006000000052,-90.297000000020,-87.231999999960
1361,966740000.000000000000,-101.873000000021,-100.962999999989,-90.383000000031,-86.942000000039
1362,966742000.000000000000,-102.011999999988,-101.130000000005,-91.209000000032,-86.994999999995
1363,966744000.000000000000,-102.013000000035,-101.005000000005,-90.444000000018,-87.309000000008
1364,966746000.000000000000,-101.846000000020,-100.717999999993,-91.018999999971,-87.290999999968
1365,966748000.000000000000,-101.964000000036,-100.694000000018,-90.106999999960,-87.369999999995
1366,966750000.000000000000,-102.040000000037,-100.695999999996,-90.503999999957,-87.395000000019
1367,966752000.000000000000,-102.070999999996,-100.800999999978,-90.599999999977,-87.304000000004
1368,966754000.000000000000,-102.016999999993,-100.788999999990,-91.079999999958,-87.273999999976
1369,966756000.000000000000,-101.868000000017,-100.753999999957,-90.241000000038,-87.163999999990
1370,966758000.000000000000,-101.854999999981,-100.795000000042,-90.927999999956,-87.087999999989
1371,966760000.000000000000,-102.018000000040,-100.905999999959,-90.184000000008,-87.386000000057
1372,966762000.000000000000,-101.969999999972,-100.768000000040,-91.192000000039,-87.386000000057
1373,966764000.000000000000,-101.873999999953,-100.807000000030,-90.125000000000,-87.268999999971
1374,966766000.000000000000,-101.912999999942,-100.979000000050,-91.133999999962,-87.216000000015
1375,966768000.000000000000,-101.880000000005,-100.998000000021,-90.072000000044,-87.177999999956
1376,966770000.000000000000,-101.851000000024,-100.952999999980,-90.425000000047,-87.048999999999
1377,966772000.000000000000,-101.890000000014,-100.839999999967,-89.993000000017,-87.082999999984
1378,966774000.000000000000,-101.868000000017,-100.893000000040,-90.030000000028,-86.886999999988
1379,966776000.000000000000,-101.903999999980,-100.798999999999,-90.506000000052,-86.802000000025
1380,966778000.000000000000,-101.954999999958,-100.790999999968,-91.153999999980,-86.949999999953
1381,966780000.000000000000,-101.947000000044,-100.481999999960,-89.873999999953,-86.996999999974
1382,966782000.000000000000,-102.059000000008,-100.557000000030,-90.096999999951,-87.111999999965
1383,966784000.000000000000,-102.045000000042,-100.695999999996,-90.378000000026,-86.952000000048
1384,966786000.000000000000,-102.109999999986,-100.770000000019,-91.358000000007,-86.971999999951
1385,966788000.000000000000,-101.925999999978,-100.849999999977,-90.334000000032,-87.006999999983
1386,966790000.000000000000,-101.839000000036,-100.851999999955,-90.562999999966,-87.113000000012
1387,966792000.000000000000,-101.756000000052,-100.640999999945,-90.557999999961,-87.126000000047
1388,966794000.000000000000,-101.859000000055,-100.581000000006,-91.413999999990,-87.116000000038
1389,966796000.000000000000,-102.018000000040,-100.748000000021,-90.317999999970,-87.118000000017
1390,966798000.000000000000,-101.951000000001,-100.702999999980,-90.439999999944,-87.136999999988
1391,966800000.000000000000,-102.011000000057,-100.675000000047,-90.765999999945,-87.128999999957
1392,966802000.000000000000,-101.927000000025,-100.854000000050,-90.342999999993,-87.167999999947
1393,966804000.000000000000,-101.863000000012,-100.842999999993,-90.464999999967,-87.094000000041
1394,966806000.000000000000,-101.893000000040,-100.929000000004,-91.260000000009,-87.038999999990
1395,966808000.000000000000,-102.118999999948,-100.858000000007,-90.535999999964,-87.175000000047
1396,966810000.000000000000,-102.047999999952,-100.824999999953,-91.103000000003,-87.099999999977
1397,966812000.000000000000,-102.016999999993,-100.993000000017,-90.337000000058,-87.060000000056
1398,966814000.000000000000,-102.207999999984,-100.896999999997,-91.429000000004,-86.979999999981
1399,966816000.000000000000,-102.204999999958,-100.871000000043,-90.570999999996,-87.241999999969
1400,966818000.000000000000,-102.148000000045,-100.959000000032,-90.371999999974,-86.989999999991
1401,966820000.000000000000,-101.974999999977,-100.780999999959,-90.396999999997,-86.942999999970
1402,966822000.000000000000,-102.207999999984,-100.878000000026,-91.366999999969,-87.018999999971
1403,966824000.000000000000,-102.033000000054,-100.694999999949,-90.535999999964,-86.966000000015
1404,966826000.000000000000,-101.907000000007,-100.714000000036,-90.829999999958,-87.030999999959
1405,966828000.000000000000,-102.003000000026,-100.881000000052,-90.579999999958,-86.972999999998
1406,966830000.000000000000,-102.189999999944,-100.798999999999,-90.733000000007,-87.070999999996
1407,966832000.000000000000,-102.027000000002,-100.709999999963,-90.856000000029,-87.146999999997
1408,966834000.000000000000,-101.978000000003,-100.812000000034,-91.454000000027,-87.097999999998
1409,966836000.000000000000,-102.015000000014,-100.932999999961,-90.479000000050,-87.123000000021
1410,966838000.000000000000,-102.070999999996,-100.861000000034,-91.658999999985,-87.145999999950
1411,966840000.000000000000,-101.976999999955,-100.856000000029,-90.165999999968,-87.126000000047
1412,966842000.000000000000,-102.101000000024,-101.008999999962,-91.292999999947,-87.146999999997
1413,966844000.000000000000,-102.138999999966,-100.893999999971,-90.275999999954,-87.162000000011
1414,966846000.000000000000,-102.087000000058,-100.883999999962,-91.484000000055,-86.989999999991
1415,966848000.000000000000,-102.067999999970,-100.807999999961,-90.334000000032,-86.905999999959
1416,966850000.000000000000,-102.038999999990,-100.731999999960,-91.638999999966,-86.962999999989
1417,966852000.000000000000,-102.211000000010,-100.785000000033,-90.523000000045,-86.942000000039
1418,966854000.000000000000,-102.054000000004,-100.805000000051,-91.037999999942,-86.947999999975
1419,966856000.000000000000,-101.854000000050,-100.873000000021,-90.265999999945,-86.979000000050
1420,966858000.000000000000,-101.898999999976,-100.991999999969,-91.486000000034,-87.116999999969
1421,966860000.000000000000,-102.065999999992,-100.984000000055,-90.314999999944,-87.175000000047
1422,966862000.000000000000,-102.162999999942,-100.925000000047,-91.341000000015,-86.910000000033
1423,966864000.000000000000,-102.146999999997,-101.001000000047,-90.339999999967,-86.819000000018
1424,966866000.000000000000,-102.084999999963,-100.981999999960,-90.673999999999,-86.932999999961
1425,966868000.000000000000,-102.175999999978,-101.018999999971,-91.011999999988,-86.947999999975
1426,966870000.000000000000,-102.165999999968,-100.881000000052,-91.650000000023,-86.949000000022
1427,966872000.000000000000,-102.072999999975,-100.905999999959,-90.383999999962,-87.108000000007
1428,966874000.000000000000,-101.837999999989,-100.871000000043,-91.195999999996,-87.121999999974
1429,966876000.000000000000,-101.895999999950,-100.841999999946,-90.221000000020,-87.096999999951
1430,966878000.000000000000,-101.986999999965,-100.773999999976,-91.429000000004,-87.057000000030
1431,966880000.000000000000,-102.018000000040,-100.788999999990,-90.246999999974,-87.064000000013
1432,966882000.000000000000,-101.969999999972,-100.733000000007,-90.746999999974,-87.006999999983
1433,966884000.000000000000,-101.971999999951,-100.746999999974,-89.863000000012,-87.015000000014
1434,966886000.000000000000,-102.091999999946,-100.750000000000,-91.376999999979,-87.138000000035
1435,966888000.000000000000,-102.145999999950,-100.760000000009,-90.641999999993,-87.195999999996
1436,966890000.000000000000,-102.096999999951,-100.883999999962,-91.084999999963,-87.246999999974
1437,966892000.000000000000,-101.785999999964,-100.876999999979,-90.231999999960,-87.030999999959
1438,966894000.000000000000,-101.856999999960,-100.898000000045,-91.449999999953,-86.991999999969
1439,966896000.000000000000,-102.006000000052,-100.866999999969,-90.670000000042,-86.988000000012
1440,966898000.000000000000,-101.957999999984,-100.939000000013,-90.751999999979,-87.187000000034
1441,966900000.000000000000,-101.778000000049,-100.996999999974,-90.503000000026,-87.307000000030
1442,966902000.000000000000,-101.858000000007,-100.932999999961,-90.631999999983,-87.400999999954
1443,966904000.000000000000,-102.048999999999,-100.981000000029,-91.052999999956,-87.322999999975
